# Chunk-averaged data for fix temp_profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount temp
405000 40 11520
  6 0.1375 287.89 282.84
  7 0.1625 287.42 284.663
  8 0.1875 288.03 291.204
  9 0.2125 288.292 300.979
  10 0.2375 287.666 302.477
  11 0.2625 287.912 300.507
  12 0.2875 287.042 298.604
  13 0.3125 288.504 298.12
  14 0.3375 287.44 305.682
  15 0.3625 287.254 304.052
  16 0.3875 288.06 308.385
  17 0.4125 288.81 315.008
  18 0.4375 289.008 328.362
  19 0.4625 288.552 324.202
  20 0.4875 289.296 337.68
  21 0.5125 287.702 350.594
  22 0.5375 289.346 357.9
  23 0.5625 288.692 346.249
  24 0.5875 287.288 344.193
  25 0.6125 287.952 322.633
  26 0.6375 288.144 315.362
  27 0.6625 287.504 309.718
  28 0.6875 288.158 306.42
  29 0.7125 286.792 311.931
  30 0.7375 287.69 313.122
  31 0.7625 287.616 306.026
  32 0.7875 286.698 297.158
  33 0.8125 288.006 296.709
  34 0.8375 287.29 292.398
  35 0.8625 287.098 289.062
  36 0.8875 288.224 277.841
  37 0.9125 287.628 274.252
  38 0.9375 289.066 278.329
  39 0.9625 287.818 261.605
  40 0.9875 287.97 249.676
490000 40 11520
  1 0.0125 287.148 238.41
  2 0.0375 287.448 234.95
  3 0.0625 287.784 253.21
  4 0.0875 287.524 265.499
  5 0.1125 287.72 270.561
  6 0.1375 287.31 275.543
  7 0.1625 288.646 280.666
  8 0.1875 287.864 287.634
  9 0.2125 288.45 303.175
  10 0.2375 287.992 298.109
  11 0.2625 287.138 296.995
  12 0.2875 288.49 294.544
  13 0.3125 287.53 298.572
  14 0.3375 287.632 294.108
  15 0.3625 288.304 296.915
  16 0.3875 287.886 308.059
  17 0.4125 288.612 324.247
  18 0.4375 288.742 329.803
  19 0.4625 288.728 338.648
  20 0.4875 287.546 343.461
  21 0.5125 288.174 350.137
  22 0.5375 288.18 347.9
  23 0.5625 285.892 344.826
  24 0.5875 287.77 347.184
  25 0.6125 288.206 328.777
  26 0.6375 288.26 308.848
  27 0.6625 286.712 308.146
  28 0.6875 287.842 308.304
  29 0.7125 289.456 311.342
  30 0.7375 288.464 312.655
  31 0.7625 288.28 301.964
  32 0.7875 288.868 291.934
  33 0.8125 287.142 300.22
  34 0.8375 288.598 293.833
  35 0.8625 288.72 285.73
  36 0.8875 288.602 289.542
  37 0.9125 288.736 286.181
  38 0.9375 287.748 277.929
  39 0.9625 287.784 262.067
  40 0.9875 288.072 249.724
495000 40 11520.000000000005
  1 0.0125 288.776 245.088
  2 0.0375 288.692 237.259
  3 0.0625 287.786 255.369
  4 0.0875 289.06 254.746
  5 0.1125 288.28 266.461
  6 0.1375 288.116 274.606
  7 0.1625 287.518 279.969
  8 0.1875 287.854 291.48
  9 0.2125 288.162 293.649
  10 0.2375 287.33 300.029
  11 0.2625 287.61 295.565
  12 0.2875 288.25 293.928
  13 0.3125 288.804 294.811
  14 0.3375 287.8 298.17
  15 0.3625 288.03 302.435
  16 0.3875 288.95 312.854
  17 0.4125 287.35 312.692
  18 0.4375 288.038 320.115
  19 0.4625 287.39 332.121
  20 0.4875 287.656 344.553
  21 0.5125 288.194 357.872
  22 0.5375 287.188 359.796
  23 0.5625 287.778 343.397
  24 0.5875 286.77 339.549
  25 0.6125 288.716 327.363
  26 0.6375 287.704 323.709
  27 0.6625 288.274 318.096
  28 0.6875 288.14 312.293
  29 0.7125 287.784 307.418
  30 0.7375 287.814 314.56
  31 0.7625 288.292 302.796
  32 0.7875 287.914 290.4
  33 0.8125 287.298 294.302
  34 0.8375 287.15 286.079
  35 0.8625 288.626 284.239
  36 0.8875 288.674 284.684
  37 0.9125 287.124 279.043
